RecordID,Timestamp,Hostname,EventID,Provider,Level,Account,SourceIP,Process,CommandLine,FilePath,SHA256,Message,Mitre_Tactic,Mitre_Technique,Mitre_Technique_ID,Notes
58,2025-08-08 00:59:46,WIN-HOST-049,7045,Service Control Manager,Information,IIS_APPPOOL\DefaultAppPool,77.11.13.26,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg1 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\d5fe0752.tmp,9d917b82ffb5b5f30f79e8da63632690dcdb0fddd50678a396e2483315aff940,A service was installed in the system.,Collection,Input Capture,T1056,
59,2025-08-21 00:08:59,WIN-HOST-027,1102,Microsoft-Windows-Eventlog,Warning,svc_sql,119.9.119.73,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\131110ca.tmp,26474760f709c5f057b7ec788ae77cdd0c6a6376dc4b8b3c5d771ab309e47a02,The audit log was cleared.,Discovery,System Network Connections Discovery,T1049,
60,2025-07-30 05:35:07,WIN-HOST-061,7045,Service Control Manager,Information,Guest,158.135.224.76,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\5a829ea8.tmp,80240de42edbb90fcd3aef81b201e19d75ee3f7c6acf3302d2822686a872e69f,A service was installed in the system.,Initial Access,Exploit Public-Facing Application,T1190,
61,2025-08-18 17:22:38,WIN-HOST-029,1,Microsoft-Windows-Sysmon,Information,svc_backup,6.64.190.15,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\902da682.tmp,d23201c12fcc9a57b1f8558df325a7a8b401f767793bec6cd3d75a17a2b40176,Process Create.,Persistence,Service Registry Permissions Weakness,T1547.001,
62,2025-06-27 08:40:29,WIN-HOST-010,4627,Microsoft-Windows-Security-Auditing,Information,alice,147.95.43.10,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\042a2c54.tmp,044843ab2dd850e7367c1979506a5e78eda929b4e472523ca1cb7cc2b5c6b01e,Group membership information.,Impact,Service Stop,T1489,
63,2025-07-31 20:43:29,WIN-HOST-052,7045,Microsoft-Windows-Security-Auditing,Information,svc_backup,108.214.97.147,C:\Windows\System32\sc.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg6 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\05c83779.tmp,0dd311b84781f46920f2c3d0a7ac569018a11865289e36adae886bc3be2e9a53,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
64,2025-08-03 18:13:39,WIN-HOST-007,4663,Microsoft-Windows-Security-Auditing,Information,bob,31.17.91.118,C:\Program Files\Mozilla Firefox\firefox.exe,"C:\Program Files\Mozilla Firefox\firefox.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\bob\AppData\Local\Temp\3e6e6ef1.tmp,26b0d585359f342c0ba4c6c90d848c0796498193cdeea05a280517b2cc79cba6,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
65,2025-07-28 07:04:48,WIN-HOST-072,1,Microsoft-Windows-Sysmon,Information,krbtgt,228.52.125.81,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\dba75636.tmp,bdc3cdf9d1b0fe29f0e992827e6bf735c336419249f2c4e332e4d90a9f6f58f9,Process Create.,Exfiltration,Exfiltration Over C2 Channel,T1041,
66,2025-07-30 20:29:19,WIN-HOST-055,8,Microsoft-Windows-Sysmon,Information,bob,229.175.110.57,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\8970d0b4.tmp,85fd53abb719d0684484e2b01ae8a545dfe5502042ec1ade22e5d1dac8cdf3b1,CreateRemoteThread detected.,Impact,System Shutdown/Reboot,T1529,
67,2025-08-23 16:44:49,WIN-HOST-032,4672,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,133.115.231.147,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\913ee743.tmp,4d681f88fa91e0479cffb2c2e63d9c4b5209f32c6e1bbedc8d4ba669521d7676,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
68,2025-08-06 03:43:47,WIN-HOST-010,1102,Microsoft-Windows-Eventlog,Warning,svc_updater,69.143.31.25,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\a91e9e7c.tmp,2ad04805db6e35b7f18ee6332e8a86693aaa4fdb25005ead97e191eb5eef94ab,The audit log was cleared.,Defense Evasion,Timestomping,T1099,
69,2025-09-04 10:16:20,WIN-HOST-020,4625,Microsoft-Windows-Security-Auditing,Warning,svc_backup,177.166.177.241,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg2 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\f9464ab8.tmp,0f88edba87615a1918b467ce864aaeedf179e6092a12ec574a3e93d8c94187fd,An account failed to log on.,Impact,Service Stop,T1489,
70,2025-08-08 13:59:41,WIN-HOST-053,4625,Microsoft-Windows-Security-Auditing,Warning,john.doe,119.70.208.186,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg2 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\d5c25f0c.tmp,9306715d22eccb266a2739ffeb7b0a9f1c0678f80103a713fa7ce08944036c3b,An account failed to log on.,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
71,2025-08-08 01:42:06,WIN-HOST-050,3001,Microsoft-Windows-InternetExplorer,Warning,krbtgt,97.96.166.180,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg3 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\3dc66734.tmp,f35145958431cdafecb0df4951a17f5c528c0e37dea540d84412c8e45bb00216,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
72,2025-07-06 16:58:58,WIN-HOST-050,1102,Microsoft-Windows-Eventlog,Warning,svc_sql,56.117.57.76,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg3 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\df6000c3.tmp,42217a9fe09a17be58d3ea0cf5c126dfde14c4c19a2cda83a354e801bc671a97,The audit log was cleared.,Persistence,Service Registry Permissions Weakness,T1547.001,
73,2025-08-01 17:04:45,WIN-HOST-004,5145,Microsoft-Windows-Security-Auditing,Information,svc_sql,204.83.14.54,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\3990f75e.tmp,c324a8403afe912fe133708bd948c6922b2c29868bb9af135ceadc507d10ea3b,A network share object was checked to see whether client can be granted desired access.,Impact,System Shutdown/Reboot,T1529,
74,2025-08-03 11:36:33,WIN-HOST-017,7,Microsoft-Windows-Sysmon,Warning,krbtgt,6.240.40.255,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\674159a8.tmp,98da6d4045955d26859615bd6d9797a8768bcfdba89accb442a5b75c5502f6f0,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
75,2025-06-25 16:47:49,WIN-HOST-060,4688,Microsoft-Windows-Security-Auditing,Information,Guest,66.153.154.164,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg2 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\1ca0e5d6.tmp,b2d4cffd5a8308a5fc25aa090bd9ff68ea44dddb5ca32fd0a6cba1648228fdbf,A new process has been created.,Defense Evasion,Timestomping,T1099,
76,2025-08-17 03:06:04,WIN-HOST-044,4672,Microsoft-Windows-Security-Auditing,Information,svc_sql,212.248.253.114,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg1 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\b59c7c39.tmp,7b4149598e99dee9ea201184aa59b61637d9ec3a5a18a5dcf73d049017cf7cef,Special privileges assigned to new logon.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
77,2025-09-15 23:32:27,WIN-HOST-070,4688,Microsoft-Windows-Security-Auditing,Information,SYSTEM,63.77.245.97,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\7ce98739.tmp,46c06b5203edd9af2d84161940a3ab71579f62ce25960b3cb66f8a835cabf004,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
78,2025-08-25 16:51:25,WIN-HOST-017,4688,Microsoft-Windows-Security-Auditing,Information,alice,55.204.134.59,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg3 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\cf829bc1.tmp,eb930e405b15aa11a086627b59818021bd2b061d0f0da795478326f1d5de78c0,A new process has been created.,Impact,Service Stop,T1489,
79,2025-08-13 01:07:08,WIN-HOST-022,3,Microsoft-Windows-Sysmon,Error,krbtgt,79.160.63.38,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\6af4e561.tmp,1c0f23f1ee03cb747196cc35c4b8f54bd5e9f4b1146f8a652305d3688d5d6adc,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
80,2025-07-14 02:22:25,WIN-HOST-049,4627,Microsoft-Windows-Security-Auditing,Information,svc_sql,160.146.245.42,C:\Program Files\Mozilla Firefox\firefox.exe,"C:\Program Files\Mozilla Firefox\firefox.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\svc_sql\AppData\Local\Temp\d7c9d2b7.tmp,9cd4cdeddb129e5c16a7557a27c8a78759602194de6ebb937581b0ecea3d2f4c,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
81,2025-08-19 13:58:07,WIN-HOST-077,5145,Microsoft-Windows-Sysmon,Error,Administrator,94.221.187.191,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\4e58929d.tmp,803b9ee46c758c382293239431119a4ed8b0b7ca5a14ae57d35fa5b7d8a01ced,Access to ADMIN$ share or C$ share.,Lateral Movement,Windows Admin Shares,T1021.002,Possible lateral movement using admin shares.
82,2025-09-16 15:13:32,WIN-HOST-054,7045,Microsoft-Windows-Security-Auditing,Information,alice,39.42.109.142,C:\Windows\System32\sc.exe,"""C:\Windows\System32\cmd.exe"" -arg6 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\72626b7c.tmp,b58ea29e8cbc42ba1b9ccf60c2329ed7e031aaeb0505e4043096add3c6011f6b,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
83,2025-07-16 17:01:53,WIN-HOST-035,4663,Microsoft-Windows-Security-Auditing,Information,krbtgt,198.78.230.227,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\24d2e3bd.tmp,0fb310308cdf118e4b05bc16a04c8985e0edab8db64422d5736d712c9ae8b46e,An attempt was made to access an object.,Discovery,System Network Connections Discovery,T1049,
84,2025-07-08 21:17:33,WIN-HOST-076,1102,Microsoft-Windows-Sysmon,Warning,svc_updater,218.9.223.160,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\7b4a1653.tmp,f5595681069d9198c2c114ba85c9e7f2a8b2ce08f883365aaf3d84193a7bf9ad,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
85,2025-08-05 02:15:44,WIN-HOST-032,8,Microsoft-Windows-Sysmon,Information,alice,86.30.22.209,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\6201cd0e.tmp,f1cc11170fe01a823ef3bf0cd8f8629e04a7ce4d498f6d248eab66f0dce505e8,CreateRemoteThread detected.,Lateral Movement,Remote Services,T1021,
86,2025-08-01 12:38:00,WIN-HOST-028,4688,Microsoft-Windows-Security-Auditing,Information,john.doe,87.32.114.70,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg5 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\bdc926ef.tmp,83c47376fabc3bfcb88dbc6f32230ccb7cc9f5d4b20c1e630b17de8d2aa22ea0,A new process has been created.,Privilege Escalation,Valid Accounts,T1078,
87,2025-06-24 09:54:30,WIN-HOST-036,3,Microsoft-Windows-Sysmon,Information,bob,48.233.18.242,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\c7807c5a.tmp,47f6ee3575244bcb58a0c98bdc867ec5a86dd2d04a77ac0ab695b34611a75eb2,Network Connection detected.,Persistence,Service Registry Permissions Weakness,T1547.001,
88,2025-08-01 10:14:17,WIN-HOST-072,5145,Microsoft-Windows-Security-Auditing,Information,svc_backup,125.166.119.133,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\7d9a2830.tmp,f6afc7deff18ed0188304aa6c8f6b450764f3b2cb917daaa5cc0fe864be064dc,A network share object was checked to see whether client can be granted desired access.,Defense Evasion,Masquerading,T1036,
89,2025-08-20 07:05:19,WIN-HOST-029,4625,Microsoft-Windows-Security-Auditing,Warning,svc_sql,148.224.211.186,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg5 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\a746ffc1.tmp,e324fbf4d96700d2b8735c7a97553f78ef9e4473e62ddd3df58f1fd41d117113,An account failed to log on.,Lateral Movement,Remote Services,T1021,
90,2025-08-15 11:41:39,WIN-HOST-055,4663,Microsoft-Windows-Security-Auditing,Information,bob,116.40.166.86,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg3 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\e9a55d4a.tmp,a575f1c41cc389d99353f4cb13a2b2d3688a59920c50cb15ef295fc6caeef159,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
91,2025-09-06 03:33:31,WIN-HOST-025,1,Service Control Manager,Information,john.doe,176.174.143.8,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\0bd7fed1.tmp,0708ce6b2f039b97fbf73fd1bb6f92d8238bb899ff6c20d11d2c366abcd0c356,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
92,2025-08-22 00:24:59,WIN-HOST-076,1102,Microsoft-Windows-Security-Auditing,Information,bob,251.2.190.187,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\b1a6b97e.tmp,794ebad585619b4fbeaaa7076058dc05c0c176697c11c1394d556972592193ee,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
93,2025-08-13 19:47:36,WIN-HOST-023,7045,Service Control Manager,Information,svc_updater,32.103.189.172,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg1 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\8eda412e.tmp,1c4ca46e8c6f14d5f76e739ed8ee11247dc51cbd0d660a8b9edbd72a9967affd,A service was installed in the system.,Initial Access,Phishing: Spearphishing Attachment,T1566.001,
94,2025-08-20 11:58:46,WIN-HOST-017,4663,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,72.202.118.81,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\138272a2.tmp,ce5d9557e88b12c0ee48a2a76810b08df576ebf854bfc5e186e40e5bb3c8c96a,An attempt was made to access an object.,Lateral Movement,Remote Services,T1021,
95,2025-08-30 23:06:31,WIN-HOST-007,5156,Microsoft-Windows-Security-Auditing,Information,svc_updater,16.186.88.227,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\c603bd08.tmp,90d6399842afc5bc499c41da817125a6ae56b7632940de58383fc8e5711d347f,Windows Filtering Platform has permitted a connection.,Lateral Movement,Remote Services,T1021,
96,2025-07-18 17:59:32,WIN-HOST-007,4627,Microsoft-Windows-Security-Auditing,Information,Guest,242.249.229.250,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg2 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\839259b4.tmp,355c34907ad5f47380bf42a18ccf81667ef1a1063d9cbaac836aca5af94ba5c6,Group membership information.,Initial Access,Exploit Public-Facing Application,T1190,
97,2025-07-25 16:18:10,WIN-HOST-054,4625,Microsoft-Windows-Security-Auditing,Warning,krbtgt,97.96.116.89,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\260100d7.tmp,9877e4ac1c8db75b10c4520cd6959a9994f40dda911f6a49766efaf71727ba9d,An account failed to log on.,Credential Access,Input Capture: Keylogging,T1056.001,
98,2025-06-26 08:22:25,WIN-HOST-076,1102,Microsoft-Windows-Eventlog,Warning,svc_sql,195.66.189.43,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\51e85f57.tmp,658df0665b9e1a5272893529dc39c0e21c43777ae4380d50c2e79014cd72ede0,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
99,2025-07-15 17:47:53,WIN-HOST-011,3001,Microsoft-Windows-InternetExplorer,Warning,Guest,19.55.115.158,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\2c02a228.tmp,f30ce7a9c775becd479753d12c5624f5cb7be3e91bfddf0f676b497d67ee17de,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
100,2025-07-12 22:21:21,WIN-HOST-077,4672,Microsoft-Windows-Security-Auditing,Information,alice,8.91.21.251,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\fe14e1a6.tmp,af3ea6d2b47cbc74906209b23c28ecae65e2cc462fe00d511f92e38cbcc598e0,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
101,2025-07-11 14:37:38,WIN-HOST-059,1102,Microsoft-Windows-Eventlog,Warning,Administrator,236.133.111.55,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg6 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\f3bc86e8.tmp,e377d1c262ee9286f77505bfcf8cae5235850ee34646ca36eb89da9ffdbfba9e,The audit log was cleared.,Defense Evasion,Masquerading,T1036,
102,2025-07-15 16:02:20,WIN-HOST-026,4627,Microsoft-Windows-Security-Auditing,Information,svc_sql,139.104.112.181,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\e3f3c669.tmp,8b9b42917484320535fd9ba16dd9464f7792d2d103dbccab810d629b01e69f3b,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
103,2025-08-23 01:44:19,WIN-HOST-019,8,Microsoft-Windows-Sysmon,Information,Administrator,73.226.98.61,C:\Windows\System32\svchost.exe,"C:\Windows\System32\svchost.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\Administrator\AppData\Local\Temp\20255f2f.tmp,fbf94f39038464384d561f9d4874da9da9e630aac4771324950377ea2678175a,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
104,2025-08-19 08:07:24,WIN-HOST-052,3,Microsoft-Windows-Sysmon,Information,svc_updater,138.60.59.94,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg1 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\83ca0da4.tmp,dbeb2b1681b4e09863942003dfce4c25444511c1c024c5b9d7672371cd78de3a,Network Connection detected.,Discovery,System Network Connections Discovery,T1049,
105,2025-09-13 23:49:29,WIN-HOST-056,4627,Microsoft-Windows-Security-Auditing,Information,john.doe,6.159.20.241,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\bbb11147.tmp,f227b96cb0a0a1cb394a9e5bb22d13f7de2586e03dd3ef03346b6a481339a4c4,Group membership information.,Persistence,Service Registry Permissions Weakness,T1547.001,
